CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Sul;580;3328;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Centro-Oeste;0;0;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Exterior;0;0;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Nordeste;0;0;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Norte;0;0;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Sudeste;0;0;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Sul;0;0;0;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Centro-Oeste;50;61;0;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Exterior;112;97;0;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Nordeste;125;125;0;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Norte;16;12;0;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Sudeste;7259;5287;15;0;2
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Sul;105;120;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Norte;0;0;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Sudeste;0;0;0;0;0
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Sul;0;0;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Sudeste;78;485;0;0;0
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Sul;41;171;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Centro-Oeste;0;0;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Exterior;0;0;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Nordeste;0;0;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Norte;0;0;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Sudeste;2;4;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Sul;0;0;0;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Centro-Oeste;1;2;0;0;2
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Exterior;1;0;0;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Nordeste;0;1;0;0;3
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Norte;0;0;0;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sudeste;3;7;1;0;13
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sul;394;425;4;53;999
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Centro-Oeste;0;0;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Exterior;0;0;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Nordeste;0;0;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Norte;0;0;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sudeste;0;6;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sul;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Centro-Oeste;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Exterior;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Nordeste;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Norte;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sudeste;0;0;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sul;0;0;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Centro-Oeste;0;0;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Exterior;0;0;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Nordeste;0;0;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Norte;0;0;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sudeste;38;338;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sul;0;0;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Centro-Oeste;3;95;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Exterior;0;0;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Nordeste;0;0;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Norte;0;0;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Sudeste;672;3149;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Sul;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Centro-Oeste;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Exterior;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Nordeste;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Norte;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Sudeste;0;0;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Sul;0;0;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Centro-Oeste;2;0;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Exterior;0;0;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Nordeste;10;66;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Norte;10;52;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Sudeste;271;762;0;0;4
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Sul;63;515;0;2;3
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Centro-Oeste;13;43;0;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Exterior;1;0;0;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Nordeste;44;102;0;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Norte;4;15;0;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Sudeste;1004;1437;0;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Sul;461;722;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Centro-Oeste;0;0;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Exterior;0;0;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Nordeste;1;1;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Norte;0;0;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sudeste;27;33;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sul;232;127;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Centro-Oeste;0;0;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Exterior;0;0;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Nordeste;0;0;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Norte;0;0;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Sudeste;0;0;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Sul;0;0;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Centro-Oeste;249;1177;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Exterior;0;0;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Nordeste;0;0;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Norte;1;4;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Sudeste;375;2810;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Sul;469;3140;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Centro-Oeste;0;0;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Exterior;0;0;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Nordeste;1;14;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Norte;0;0;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Sudeste;43;50;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Sul;0;0;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Centro-Oeste;177;188;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Exterior;0;0;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Nordeste;377;337;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Norte;136;119;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Sudeste;3847;3764;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Sul;346;339;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Centro-Oeste;1;9;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Exterior;0;0;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Nordeste;3;21;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Norte;0;0;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Sudeste;2636;8873;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Sul;709;3955;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Centro-Oeste;6;25;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Exterior;0;0;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Nordeste;34;117;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Norte;3;19;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Sudeste;9;71;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Sul;271;544;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Centro-Oeste;210;1051;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Exterior;0;0;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Nordeste;0;0;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Norte;2;4;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Sudeste;323;3132;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Sul;432;3160;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Centro-Oeste;6;41;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Exterior;0;0;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Nordeste;247;4347;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Norte;0;0;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Sudeste;668;6693;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Sul;19;276;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Centro-Oeste;513;1239;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Exterior;0;0;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Nordeste;2127;1696;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Norte;304;290;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Sudeste;8719;11738;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Sul;3174;3453;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Norte;0;0;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Sudeste;0;2;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Sul;0;0;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Centro-Oeste;790;2766;1;4;367
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Exterior;0;0;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Nordeste;0;0;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Norte;0;0;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Sudeste;245;1107;0;1;158
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Sul;0;0;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Centro-Oeste;0;0;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Exterior;0;0;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Nordeste;0;0;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Norte;0;0;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Sudeste;15;32;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Sul;0;0;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Nordeste;15;36;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Norte;50;313;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Sudeste;443;2273;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Sul;19;123;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Norte;0;0;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Sudeste;0;0;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Sul;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Norte;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Sudeste;0;0;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Sul;0;0;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Centro-Oeste;2094;1164;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Exterior;0;0;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Nordeste;2159;1258;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Norte;385;237;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Sudeste;6944;4725;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Sul;3336;1251;0;0;0
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Centro-Oeste;195;233;0;0;307
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Exterior;0;0;0;0;0
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Nordeste;279;520;2;0;585
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Norte;0;0;0;0;0
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Sudeste;2859;4369;22;0;7158
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Sul;129;95;2;0;974
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Centro-Oeste;0;0;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Exterior;0;0;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Nordeste;0;0;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Norte;0;0;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Sudeste;45;43;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Sul;0;0;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Centro-Oeste;15183;23345;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Exterior;43504;76577;2;8;1290
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Nordeste;1102;3639;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Norte;2340;5773;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Sudeste;18616;25424;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Sul;28253;28827;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Centro-Oeste;4379;4135;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Exterior;0;0;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Nordeste;0;0;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Norte;0;0;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Sudeste;917;800;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Sul;9;61;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Centro-Oeste;0;0;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Exterior;0;0;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Nordeste;1;1;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Norte;2;2;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sudeste;83;54;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sul;1;1;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Exterior;0;0;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Norte;0;0;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Sudeste;0;0;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Sul;0;0;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Centro-Oeste;0;0;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Exterior;0;0;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Nordeste;0;0;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Norte;0;0;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Sudeste;34;230;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Sul;0;0;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Centro-Oeste;2;56;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Exterior;0;0;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Nordeste;0;11;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Norte;0;5;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sudeste;274;1209;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sul;1;48;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Centro-Oeste;0;0;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Exterior;0;0;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Nordeste;0;0;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Norte;0;0;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sudeste;14;43;0;0;0
